  _elev,_surf |   ailrn,_surf |   ruddr,_surf |   nwhel,steer |   pitch,__deg |   _roll,__deg |   hding,_true |   hding,__mag | 
       -1.00000 |       1.00000 |      -0.00531 |       0.00000 |       6.49334 |       6.34601 |      64.40494 |      53.07385 |
        1.00000 |      -0.99200 |      -0.00335 |       0.00000 |       5.01530 |       5.61169 |      64.61586 |      53.28478 |
        1.00000 |      -0.99200 |      -0.00248 |       0.00000 |       4.93034 |       2.58107 |      64.90784 |      53.57677 |
       -1.00000 |       1.00000 |      -0.00040 |       0.00000 |       5.25615 |       2.48728 |      65.17145 |      53.84038 |
       -1.00000 |       1.00000 |       0.00316 |       0.00000 |       4.24291 |       5.42307 |      65.23785 |      53.90679 |
       -1.00000 |      -0.99200 |       0.00413 |       0.00000 |       2.36589 |       5.40183 |      65.10009 |      53.76903 |
        1.00000 |      -0.99200 |       0.00573 |       0.00000 |       1.82094 |       2.59630 |      65.04021 |      53.70916 |
        1.00000 |       1.00000 |       0.00754 |       0.00000 |       3.95296 |       2.54560 |      65.04391 |      53.71287 |
       -1.00000 |       1.00000 |       0.00957 |       0.00000 |       6.01610 |       5.25176 |      65.02614 |      53.69510 |
       -1.00000 |      -0.99200 |       0.00916 |       0.00000 |       6.22535 |       5.03304 |      64.84981 |      53.51877 |
       -1.00000 |      -0.99200 |       0.00769 |       0.00000 |       5.08404 |       2.20688 |      64.65357 |      53.32254 |
       -1.00000 |       1.00000 |       0.00850 |       0.00000 |       2.98044 |       2.15098 |      64.46012 |      53.12910 |
        1.00000 |       0.58875 |       0.00769 |       0.00000 |       2.26960 |       4.26524 |      64.30619 |      52.97517 |
        0.21536 |      -0.99200 |       0.00499 |       0.00000 |       3.52027 |       3.60996 |      64.35334 |      53.02232 |
       -1.00000 |      -0.99200 |       0.00191 |       0.00000 |       4.30450 |       0.62656 |      64.46563 |      53.13462 |
       -1.00000 |       1.00000 |       0.00213 |       0.00000 |       3.74295 |       0.56896 |      64.58755 |      53.25655 |
       -1.00000 |       1.00000 |       0.00252 |       0.00000 |       2.20322 |       3.31333 |      64.63682 |      53.30582 |
       -0.07098 |      -0.99200 |       0.00073 |       0.00000 |       0.64564 |       3.90275 |      64.67079 |      53.33980 |
        1.00000 |      -0.99200 |       0.00032 |       0.00000 |       0.84977 |       1.25264 |      64.84440 |      53.51341 |
       -1.00000 |       1.00000 |       0.00100 |       0.00000 |       1.99450 |       0.66866 |      65.03818 |      53.70720 |
       -1.00000 |      -0.13059 |       0.00156 |       0.00000 |       1.75248 |       1.61971 |      65.17253 |      53.84156 |
       -1.00000 |      -0.99200 |       0.00177 |       0.00000 |       0.46028 |       0.19214 |      65.28004 |      53.94907 |
       -1.00000 |      -0.25187 |       0.00383 |       0.00000 |      -1.55681 |      -1.95012 |      65.39711 |      54.06615 |
        1.00000 |       1.00000 |       0.00626 |       0.00000 |      -2.48237 |      -1.45698 |      65.41543 |      54.08447 |
        1.00000 |      -0.99200 |       0.00467 |       0.00000 |      -0.53525 |      -1.50963 |      65.35846 |      54.02750 |
       -1.00000 |      -0.99200 |       0.00113 |       0.00000 |       1.90483 |      -4.35260 |      65.34258 |      54.01163 |
       -1.00000 |       1.00000 |       0.00086 |       0.00000 |       2.47200 |      -5.45858 |      65.48864 |      54.15770 |
       -1.00000 |       1.00000 |       0.00420 |       0.00000 |       1.38121 |      -2.62220 |      65.65765 |      54.32671 |
       -1.00000 |      -0.99200 |       0.00520 |       0.00000 |      -0.58473 |      -2.04708 |      65.72776 |      54.39683 |
        1.00000 |      -0.99200 |       0.00715 |       0.00000 |      -1.60930 |      -4.95782 |      65.71304 |      54.38211 |
        1.00000 |       1.00000 |       0.00909 |       0.00000 |       0.29903 |      -5.57250 |      65.38706 |      54.05614 |
       -1.00000 |       1.00000 |       0.01159 |       0.00000 |       2.68536 |      -2.78555 |      64.96923 |      53.63832 |
       -1.00000 |      -0.99200 |       0.01159 |       0.00000 |       2.97787 |      -3.05040 |      64.66917 |      53.33826 |
       -1.00000 |      -0.99200 |       0.01050 |       0.00000 |       1.69992 |      -6.24450 |      64.53148 |      53.20058 |
       -1.00000 |       1.00000 |       0.01208 |       0.00000 |      -0.54976 |      -6.21570 |      64.52684 |      53.19595 |
        1.00000 |       1.00000 |       0.01204 |       0.00000 |      -1.28765 |      -3.30112 |      64.32014 |      52.98925 |
        1.00000 |      -0.99200 |       0.00944 |       0.00000 |       0.80132 |      -3.37873 |      63.99042 |      52.65954 |
       -1.00000 |      -0.99200 |       0.00500 |       0.00000 |       2.85799 |      -6.26830 |      63.75977 |      52.42889 |
       -1.00000 |       1.00000 |       0.00482 |       0.00000 |       3.08986 |      -6.21539 |      63.75673 |      52.42586 |
       -1.00000 |       1.00000 |       0.00680 |       0.00000 |       1.88274 |      -3.30973 |      63.81531 |      52.48444 |
       -1.00000 |      -0.99200 |       0.00651 |       0.00000 |      -0.23676 |      -3.40214 |      63.86364 |      52.53278 |
        1.00000 |      -0.99200 |       0.00720 |       0.00000 |      -0.91921 |      -6.41086 |      63.82462 |      52.49377 |
        0.37303 |       1.00000 |       0.00873 |       0.00000 |       0.57761 |      -6.44976 |      63.51927 |      52.18842 |
       -1.00000 |       1.00000 |       0.01053 |       0.00000 |       1.69923 |      -3.58861 |      63.22025 |      51.88940 |
       -1.00000 |      -0.99200 |       0.00979 |       0.00000 |       1.30443 |      -3.72287 |      63.03607 |      51.70523 |
       -1.00000 |      -0.99200 |       0.00938 |       0.00000 |      -0.32168 |      -6.98478 |      63.00134 |      51.67050 |
       -0.68655 |       1.00000 |       0.01134 |       0.00000 |      -2.44190 |      -6.88882 |      63.02840 |      51.69757 |
        1.00000 |       1.00000 |       0.01075 |       0.00000 |      -2.62714 |      -3.82832 |      62.81641 |      51.48559 |
       -1.00000 |      -0.99200 |       0.00837 |       0.00000 |      -1.97984 |      -3.88690 |      62.61337 |      51.28255 |
       -1.00000 |      -0.99200 |       0.00740 |       0.00000 |      -2.42492 |      -6.73839 |      62.55502 |      51.22421 |
       -1.00000 |       1.00000 |       0.00913 |       0.00000 |      -3.89055 |      -6.57124 |      62.58361 |      51.25281 |
        1.00000 |       1.00000 |       0.00902 |       0.00000 |      -3.77309 |      -3.35811 |      62.42045 |      51.08965 |
       -1.00000 |      -0.99200 |       0.00697 |       0.00000 |      -2.92752 |      -3.52507 |      62.26440 |      50.93360 |
       -1.00000 |      -0.99200 |       0.00607 |       0.00000 |      -3.33481 |      -6.45149 |      62.25279 |      50.92200 |
       -1.00000 |       1.00000 |       0.00802 |       0.00000 |      -4.81842 |      -6.28240 |      62.33060 |      50.99981 |
        1.00000 |       1.00000 |       0.00833 |       0.00000 |      -4.84390 |      -3.25895 |      62.22102 |      50.89024 |
        1.00000 |      -0.99200 |       0.00610 |       0.00000 |      -2.17745 |      -3.35482 |      62.00110 |      50.67032 |
       -1.00000 |      -0.99200 |       0.00088 |       0.00000 |       0.39698 |      -6.59114 |      61.88169 |      50.55091 |
       -1.00000 |       1.00000 |       0.00134 |       0.00000 |       0.66308 |      -6.42462 |      62.03302 |      50.70226 |
       -1.00000 |       1.00000 |       0.00461 |       0.00000 |      -0.53551 |      -3.55629 |      62.19925 |      50.86848 |
        1.00000 |       1.00000 |       0.00616 |       0.00000 |      -2.93575 |      -3.87230 |      62.32405 |      50.99329 |
        1.00000 |       1.00000 |       0.00974 |       0.00000 |      -3.21152 |      -2.46272 |      62.20258 |      50.87183 |
       -1.00000 |      -0.99200 |       0.01266 |       0.00000 |      -0.43387 |       1.00990 |      61.90752 |      50.57677 |
       -1.00000 |      -0.99200 |       0.01089 |       0.00000 |       1.67045 |       0.13669 |      61.65184 |      50.32111 |
       -1.00000 |       1.00000 |       0.00800 |       0.00000 |       1.57094 |      -3.24079 |      61.49654 |      50.16581 |
       -0.31285 |       1.00000 |       0.00919 |       0.00000 |       0.04306 |      -2.49113 |      61.43801 |      50.10728 |
        1.00000 |      -0.99200 |       0.00900 |       0.00000 |      -1.41570 |       0.47082 |      61.29108 |      49.96035 |
       -1.00000 |      -0.99200 |       0.00684 |       0.00000 |      -0.53705 |      -0.91656 |      61.17696 |      49.84624 |
       -1.00000 |       1.00000 |       0.00495 |       0.00000 |      -0.09605 |      -4.29223 |      61.14401 |      49.81330 |
       -1.00000 |       1.00000 |       0.00649 |       0.00000 |      -0.95997 |      -3.60197 |      61.17355 |      49.84284 |
        1.00000 |      -0.99200 |       0.00595 |       0.00000 |      -2.70608 |      -0.53166 |      61.16973 |      49.83904 |
        1.00000 |       1.00000 |       0.00494 |       0.00000 |      -2.07926 |      -1.54848 |      61.15616 |      49.82546 |
       -1.00000 |       1.00000 |       0.00656 |       0.00000 |       1.13748 |       0.12628 |      61.06884 |      49.73815 |
       -1.00000 |      -0.99200 |       0.00932 |       0.00000 |       3.19174 |       3.23326 |      60.98769 |      49.65701 |
       -1.00000 |      -0.99200 |       0.00765 |       0.00000 |       3.12700 |       1.90843 |      60.84508 |      49.51440 |
       -1.00000 |       1.00000 |       0.00654 |       0.00000 |       1.61633 |      -1.16736 |      60.77409 |      49.44341 |
        1.00000 |       1.00000 |       0.00731 |       0.00000 |      -0.66204 |       0.05081 |      60.72352 |      49.39285 |
        1.00000 |      -0.99200 |       0.00627 |       0.00000 |      -0.59092 |       3.02033 |      60.66631 |      49.33564 |
        1.00000 |      -0.99200 |       0.00324 |       0.00000 |       2.05811 |       1.93688 |      60.81019 |      49.47953 |
       -1.00000 |      -0.68762 |      -0.00213 |       0.00000 |       4.59893 |      -0.84986 |      61.05939 |      49.72873 |
       -1.00000 |       1.00000 |      -0.00168 |       0.00000 |       4.85442 |       0.00606 |      61.37097 |      50.04032 |
       -1.00000 |      -0.99200 |       0.00140 |       0.00000 |       3.27709 |       3.54544 |      61.52034 |      50.18970 |
        1.00000 |      -0.99200 |       0.00202 |       0.00000 |       1.00033 |       2.58176 |      61.51749 |      50.18686 |
        1.00000 |       1.00000 |       0.00426 |       0.00000 |       1.02700 |      -0.39438 |      61.57294 |      50.24230 |
       -1.00000 |       1.00000 |       0.00636 |       0.00000 |       3.77437 |       1.18388 |      61.55644 |      50.22581 |
       -1.00000 |      -0.99200 |       0.00898 |       0.00000 |       5.38763 |       4.10164 |      61.49826 |      50.16763 |
       -1.00000 |      -0.99200 |       0.00759 |       0.00000 |       5.07006 |       2.37349 |      61.34554 |      50.01492 |
       -1.00000 |       1.00000 |       0.00737 |       0.00000 |       3.46019 |      -0.67532 |      61.24437 |      49.91376 |
        1.00000 |       1.00000 |       0.00818 |       0.00000 |       1.25686 |       0.78440 |      61.13068 |      49.80007 |
       -0.94913 |      -0.99200 |       0.00678 |       0.00000 |       1.51130 |       3.70543 |      61.04809 |      49.71749 |
       -1.00000 |      -0.99200 |       0.00465 |       0.00000 |       1.62795 |       2.23681 |      61.04402 |      49.71342 |
       -1.00000 |       1.00000 |       0.00496 |       0.00000 |       0.72051 |      -0.73629 |      61.05951 |      49.72891 |
       -1.00000 |       1.00000 |       0.00579 |       0.00000 |      -0.97276 |       0.71588 |      61.03752 |      49.70693 |
        1.00000 |      -0.99200 |       0.00242 |       0.00000 |      -2.99772 |       3.77233 |      60.98915 |      49.65857 |
        0.33967 |      -0.99200 |       0.00023 |       0.00000 |      -2.21530 |       2.05023 |      61.20122 |      49.87064 |
       -1.00000 |       1.00000 |      -0.00111 |       0.00000 |      -0.08770 |      -0.65408 |      61.43760 |      50.10703 |
       -1.00000 |       1.00000 |       0.00080 |       0.00000 |       0.93887 |       1.00186 |      61.63653 |      50.30597 |
       -1.00000 |      -0.99200 |       0.00252 |       0.00000 |       0.29383 |       4.17177 |      61.72091 |      50.39035 |
       -1.00000 |      -0.99200 |       0.00293 |       0.00000 |      -1.51559 |       2.23907 |      61.71453 |      50.38398 |
        1.00000 |       1.00000 |       0.00673 |       0.00000 |      -3.40321 |      -0.30853 |      61.69432 |      50.36377 |
        0.36994 |       1.00000 |       0.00817 |       0.00000 |      -2.20186 |       1.96852 |      61.59990 |      50.26936 |
       -1.00000 |      -0.99200 |       0.00808 |       0.00000 |       0.04537 |       4.04709 |      61.58307 |      50.25253 |
       -1.00000 |      -0.99200 |       0.00538 |       0.00000 |       0.52413 |       1.42205 |      61.55285 |      50.22232 |
       -1.00000 |       1.00000 |       0.00531 |       0.00000 |      -0.51360 |      -0.77264 |      61.56253 |      50.23200 |
        0.06946 |       1.00000 |       0.00579 |       0.00000 |      -1.97033 |       1.64555 |      61.53234 |      50.20182 |
        1.00000 |      -0.99200 |       0.00379 |       0.00000 |      -1.70392 |       3.19954 |      61.55815 |      50.22763 |
       -1.00000 |      -0.99200 |       0.00062 |       0.00000 |       0.36615 |       0.35427 |      61.75975 |      50.42924 |
       -1.00000 |       1.00000 |       0.00009 |       0.00000 |       0.70433 |      -1.41108 |      61.95340 |      50.62290 |
       -1.00000 |       1.00000 |       0.00216 |       0.00000 |      -0.26549 |       0.98269 |      62.09715 |      50.76665 |
        0.37672 |      -0.99200 |       0.00177 |       0.00000 |      -1.73777 |       3.15524 |      62.15170 |      50.82121 |
        0.35455 |      -0.99200 |       0.00176 |       0.00000 |      -1.42216 |       0.83874 |      62.28111 |      50.95062 |
       -1.00000 |       1.00000 |       0.00169 |       0.00000 |      -0.03190 |      -1.77810 |      62.40567 |      51.07520 |
       -1.00000 |       1.00000 |       0.00443 |       0.00000 |       0.06195 |       0.39755 |      62.46704 |      51.13657 |
       -1.00000 |      -0.99200 |       0.00526 |       0.00000 |      -1.13793 |       2.92905 |      62.40774 |      51.07727 |
        1.00000 |      -0.99200 |       0.00592 |       0.00000 |      -2.33326 |       0.41245 |      62.33288 |      51.00242 |
       -1.00000 |       1.00000 |       0.00719 |       0.00000 |      -1.36634 |      -1.21649 |      62.26269 |      50.93224 |
       -1.00000 |       1.00000 |       0.00855 |       0.00000 |      -1.59366 |       1.45872 |      62.13492 |      50.80447 |
       -1.00000 |      -0.99200 |       0.00694 |       0.00000 |      -2.86106 |       3.07868 |      61.95827 |      50.62783 |
        1.00000 |      -0.99200 |       0.00697 |       0.00000 |      -4.09837 |       0.30183 |      61.83236 |      50.50192 |
        1.00000 |       1.00000 |       0.00728 |       0.00000 |      -2.04063 |      -1.43694 |      61.69821 |      50.36777 |
       -1.00000 |       1.00000 |       0.00833 |       0.00000 |       1.44983 |       1.23574 |      61.56372 |      50.23329 |
       -1.00000 |      -0.99200 |       0.00842 |       0.00000 |       2.76221 |       2.84495 |      61.44424 |      50.11382 |
       -1.00000 |      -0.99200 |       0.00509 |       0.00000 |       2.01830 |       0.04296 |      61.37446 |      50.04404 |
       -1.00000 |       1.00000 |       0.00498 |       0.00000 |       0.13279 |      -1.86698 |      61.43409 |      50.10368 |
        1.00000 |       1.00000 |       0.00454 |       0.00000 |      -1.53729 |       0.52729 |      61.47522 |      50.14482 |
        1.00000 |      -0.99200 |       0.00266 |       0.00000 |      -0.13303 |       2.42154 |      61.58039 |      50.24998 |
       -1.00000 |      -0.99200 |      -0.00206 |       0.00000 |       3.12089 |      -0.00928 |      61.85709 |      50.52669 |
       -1.00000 |       1.00000 |      -0.00521 |       0.00000 |       4.50584 |      -2.08521 |      62.22103 |      50.89064 |
       -1.00000 |       1.00000 |      -0.00194 |       0.00000 |       3.98496 |       0.24766 |      62.54156 |      51.21118 |
       -1.00000 |      -0.99200 |       0.00032 |       0.00000 |       2.11149 |       2.88512 |      62.68559 |      51.35521 |
        1.00000 |      -0.99200 |       0.00254 |       0.00000 |       0.01159 |       0.65010 |      62.74622 |      51.41585 |
        1.00000 |       1.00000 |       0.00532 |       0.00000 |       1.12192 |      -2.01594 |      62.74819 |      51.41782 |
       -1.00000 |       1.00000 |       0.00819 |       0.00000 |       4.19939 |       0.28876 |      62.60236 |      51.27200 |
       -1.00000 |      -0.99200 |       0.01048 |       0.00000 |       5.21759 |       2.52193 |      62.43824 |      51.10789 |
       -1.00000 |      -0.99200 |       0.00916 |       0.00000 |       4.61309 |       0.37576 |      62.24282 |      50.91247 |
       -1.00000 |       1.00000 |       0.01010 |       0.00000 |       2.66824 |      -1.85964 |      62.10341 |      50.77306 |
        1.00000 |       1.00000 |       0.00984 |       0.00000 |       0.86935 |       0.70889 |      61.92458 |      50.59425 |
       -1.00000 |      -0.99200 |       0.00765 |       0.00000 |       1.70660 |       2.85876 |      61.79821 |      50.46788 |
       -1.00000 |      -0.99200 |       0.00573 |       0.00000 |       1.55063 |       0.17192 |      61.74097 |      50.41064 |
       -1.00000 |       1.00000 |       0.00701 |       0.00000 |       0.39529 |      -1.59016 |      61.71935 |      50.38903 |
       -1.00000 |       1.00000 |       0.00602 |       0.00000 |      -1.58297 |       1.16341 |      61.65997 |      50.32965 |
        1.00000 |      -0.99200 |       0.00159 |       0.00000 |      -2.80206 |       2.70753 |      61.67742 |      50.34711 |
       -1.00000 |      -0.99200 |       0.00030 |       0.00000 |      -1.65612 |      -0.11649 |      61.88133 |      50.55103 |
       -1.00000 |       1.00000 |       0.00208 |       0.00000 |      -1.61964 |      -1.78594 |      62.05064 |      50.72034 |
       -1.00000 |       1.00000 |       0.00298 |       0.00000 |      -2.69996 |       1.11385 |      62.15080 |      50.82051 |
       -0.71757 |      -0.99200 |       0.00101 |       0.00000 |      -4.29301 |       2.17261 |      62.21943 |      50.88914 |
        1.00000 |      -0.99200 |       0.00229 |       0.00000 |      -4.65687 |      -0.80364 |      62.32875 |      50.99847 |
       -1.00000 |       1.00000 |       0.00429 |       0.00000 |      -3.25671 |      -1.91724 |      62.35255 |      51.02227 |
       -1.00000 |       1.00000 |       0.00600 |       0.00000 |      -3.18117 |       1.00026 |      62.33148 |      51.00121 |
       -1.00000 |      -0.99200 |       0.00491 |       0.00000 |      -4.18855 |       2.16479 |      62.27322 |      50.94296 |
        1.00000 |      -0.99200 |       0.00536 |       0.00000 |      -4.76094 |      -0.83387 |      62.24344 |      50.91319 |
       -0.74468 |       1.00000 |       0.00627 |       0.00000 |      -3.33525 |      -2.15178 |      62.16829 |      50.83804 |
       -1.00000 |       1.00000 |       0.00766 |       0.00000 |      -3.03499 |       0.62772 |      62.07515 |      50.74490 |
       -1.00000 |      -0.99200 |       0.00661 |       0.00000 |      -3.93675 |       2.44232 |      61.94761 |      50.61737 |
        1.00000 |      -0.99200 |       0.00602 |       0.00000 |      -4.80339 |      -0.19054 |      61.87123 |      50.54099 |
        1.00000 |       1.00000 |       0.00565 |       0.00000 |      -2.83092 |      -2.03837 |      61.78730 |      50.45707 |
       -1.00000 |       1.00000 |       0.00710 |       0.00000 |       0.99010 |       0.61915 |      61.66737 |      50.33714 |
       -1.00000 |      -0.99200 |       0.00849 |       0.00000 |       2.41773 |       2.72512 |      61.57730 |      50.24708 |
       -1.00000 |      -0.99200 |       0.00519 |       0.00000 |       1.76924 |       0.14962 |      61.50129 |      50.17108 |
       -1.00000 |       1.00000 |       0.00499 |       0.00000 |      -0.21112 |      -2.04171 |      61.56552 |      50.23531 |
        1.00000 |       1.00000 |       0.00472 |       0.00000 |      -2.19021 |       0.44394 |      61.61017 |      50.27997 |
        1.00000 |      -0.99200 |       0.00284 |       0.00000 |      -0.84875 |       2.60465 |      61.71060 |      50.38040 |
       -1.00000 |      -0.99200 |      -0.00165 |       0.00000 |       2.37391 |       0.13131 |      61.98327 |      50.65308 |
       -1.00000 |       1.00000 |      -0.00432 |       0.00000 |       3.64322 |      -2.01354 |      62.32392 |      50.99374 |
       -1.00000 |       1.00000 |      -0.00063 |       0.00000 |       2.95416 |       0.60531 |      62.62265 |      51.29247 |
       -1.00000 |      -0.99200 |       0.00104 |       0.00000 |       0.95399 |       2.81046 |      62.71935 |      51.38918 |
        1.00000 |      -0.99200 |       0.00349 |       0.00000 |      -0.88956 |       0.27901 |      62.75816 |      51.42799 |
        1.00000 |       1.00000 |       0.00622 |       0.00000 |       0.48830 |      -1.89946 |      62.71906 |      51.38889 |
       -1.00000 |       1.00000 |       0.00903 |       0.00000 |       3.85710 |       0.58716 |      62.55188 |      51.22173 |
       -1.00000 |      -0.99200 |       0.01108 |       0.00000 |       5.20223 |       2.61551 |      62.36592 |      51.03577 |
       -1.00000 |      -0.99200 |       0.00905 |       0.00000 |       4.66361 |       0.07690 |      62.16280 |      50.83266 |
       -1.00000 |       1.00000 |       0.00961 |       0.00000 |       2.81156 |      -2.14437 |      62.05235 |      50.72221 |
        1.00000 |       1.00000 |       0.00933 |       0.00000 |       1.03702 |       0.37283 |      61.90820 |      50.57806 |
       -1.00000 |      -0.99200 |       0.00714 |       0.00000 |       1.81601 |       2.50880 |      61.80017 |      50.47005 |
       -1.00000 |      -0.99200 |       0.00524 |       0.00000 |       1.66475 |      -0.03419 |      61.76564 |      50.43552 |
       -1.00000 |       1.00000 |       0.00656 |       0.00000 |       0.48774 |      -2.28119 |      61.77573 |      50.44561 |
        0.83606 |       1.00000 |       0.00620 |       0.00000 |      -0.63586 |       0.08077 |      61.74810 |      50.41798 |
       -1.00000 |      -0.99200 |       0.00411 |       0.00000 |       0.37481 |       2.13854 |      61.76448 |      50.43438 |
       -1.00000 |      -0.99200 |       0.00254 |       0.00000 |       0.39422 |      -0.43071 |      61.84925 |      50.51915 |
       -1.00000 |       1.00000 |       0.00425 |       0.00000 |      -0.69396 |      -3.19728 |      61.97148 |      50.64138 |
        1.00000 |       1.00000 |       0.00498 |       0.00000 |      -1.77988 |      -0.97403 |      62.02769 |      50.69761 |
       -1.00000 |      -0.99200 |       0.00384 |       0.00000 |      -0.47355 |       1.05185 |      62.05346 |      50.72337 |
       -1.00000 |      -0.99200 |       0.00270 |       0.00000 |      -0.27082 |      -1.64208 |      62.14048 |      50.81040 |
       -1.00000 |       1.00000 |       0.00494 |       0.00000 |      -1.31041 |      -3.95940 |      62.26052 |      50.93045 |
        1.00000 |       1.00000 |       0.00604 |       0.00000 |      -2.37614 |      -1.35879 |      62.29285 |      50.96278 |
       -1.00000 |      -0.99200 |       0.00557 |       0.00000 |      -1.03487 |       0.80803 |      62.25361 |      50.92355 |
       -1.00000 |      -0.99200 |       0.00465 |       0.00000 |      -0.82809 |      -1.85066 |      62.26210 |      50.93205 |
       -1.00000 |       1.00000 |       0.00693 |       0.00000 |      -1.89649 |      -4.11269 |      62.30670 |      50.97665 |
        1.00000 |       1.00000 |       0.00811 |       0.00000 |      -2.65936 |      -1.59065 |      62.24790 |      50.91786 |
       -1.00000 |      -0.99200 |       0.00728 |       0.00000 |      -1.32193 |      -0.01197 |      62.12195 |      50.79192 |
       -1.00000 |       0.54619 |       0.00739 |       0.00000 |      -1.31131 |      -1.61167 |      62.04713 |      50.71711 |
       -1.00000 |       1.00000 |       0.00848 |       0.00000 |      -2.51325 |       0.17780 |      61.94095 |      50.61093 |
        1.00000 |      -0.99200 |       0.00606 |       0.00000 |      -3.35963 |       1.51887 |      61.83614 |      50.50613 |
       -1.00000 |      -0.99200 |       0.00411 |       0.00000 |      -2.03976 |      -1.42544 |      61.84831 |      50.51830 |
       -1.00000 |       1.00000 |       0.00498 |       0.00000 |      -2.02562 |      -3.13930 |      61.88367 |      50.55366 |
       -1.00000 |       1.00000 |       0.00589 |       0.00000 |      -3.16664 |      -0.37959 |      61.89328 |      50.56328 |
        1.00000 |      -0.99200 |       0.00356 |       0.00000 |      -4.29165 |       1.79865 |      61.88511 |      50.55511 |
        1.00000 |      -0.99200 |       0.00174 |       0.00000 |      -2.14624 |      -0.87777 |      61.99290 |      50.66292 |
       -1.00000 |       1.00000 |      -0.00113 |       0.00000 |       1.46835 |      -2.47075 |      62.08637 |      50.75639 |
       -1.00000 |       1.00000 |       0.00298 |       0.00000 |       2.61611 |       0.50649 |      62.21350 |      50.88352 |
       -1.00000 |      -0.99200 |       0.00547 |       0.00000 |       1.76378 |       2.28387 |      62.18432 |      50.85435 |
       -0.76570 |      -0.99200 |       0.00642 |       0.00000 |      -0.30522 |      -0.69871 |      62.11197 |      50.78201 |
        1.00000 |       1.00000 |       0.01010 |       0.00000 |      -1.57939 |      -2.41007 |      62.00512 |      50.67516 |
        1.00000 |       1.00000 |       0.01139 |       0.00000 |       0.45441 |       0.28732 |      61.74657 |      50.41662 |
       -1.00000 |      -0.99200 |       0.01156 |       0.00000 |       3.84991 |       2.00784 |      61.56775 |      50.23781 |
       -1.00000 |      -0.99200 |       0.00663 |       0.00000 |       5.13699 |      -0.60273 |      61.45593 |      50.12599 |
       -1.00000 |       1.00000 |       0.00442 |       0.00000 |       4.46017 |      -2.82617 |      61.49931 |      50.16938 |
       -1.00000 |       1.00000 |       0.00530 |       0.00000 |       2.42976 |      -0.13539 |      61.55534 |      50.22541 |
        1.00000 |      -0.99200 |       0.00272 |       0.00000 |       0.51554 |       2.03942 |      61.55404 |      50.22412 |
        1.00000 |      -0.99200 |       0.00117 |       0.00000 |       2.04587 |      -0.63369 |      61.69180 |      50.36189 |
       -1.00000 |       1.00000 |      -0.00114 |       0.00000 |       5.10634 |      -2.37721 |      61.80653 |      50.47662 |
       -1.00000 |       1.00000 |       0.00233 |       0.00000 |       6.26029 |       0.44173 |      61.95394 |      50.62403 |
       -1.00000 |      -0.99200 |       0.00420 |       0.00000 |       5.43356 |       1.97041 |      61.97148 |      50.64157 |
       -1.00000 |      -0.99200 |       0.00536 |       0.00000 |       3.34900 |      -1.14845 |      61.96463 |      50.63474 |
        1.00000 |       1.00000 |       0.00942 |       0.00000 |       1.79555 |      -2.89838 |      61.91614 |      50.58625 |
       -1.00000 |       1.00000 |       0.01035 |       0.00000 |       2.59606 |      -0.09816 |      61.68283 |      50.35294 |
       -1.00000 |      -0.99200 |       0.00831 |       0.00000 |       2.30806 |       0.88436 |      61.50321 |      50.17333 |
       -1.00000 |       1.00000 |       0.00942 |       0.00000 |       1.06268 |       0.07412 |      61.35710 |      50.02723 |
       -1.00000 |       1.00000 |       0.00818 |       0.00000 |      -0.76738 |       2.93243 |      61.16023 |      49.83036 |
        1.00000 |      -0.99200 |       0.00316 |       0.00000 |      -1.77170 |       4.25997 |      61.08830 |      49.75844 |
       -1.00000 |      -0.99200 |       0.00138 |       0.00000 |      -0.24082 |       1.10601 |      61.28954 |      49.95969 |
       -1.00000 |       1.00000 |       0.00270 |       0.00000 |      -0.00839 |      -0.15400 |      61.41958 |      50.08973 |
       -1.00000 |       1.00000 |       0.00336 |       0.00000 |      -0.87956 |       2.67620 |      61.46917 |      50.13933 |
       -1.00000 |      -0.99200 |       0.00111 |       0.00000 |      -2.62162 |       3.81293 |      61.47472 |      50.14488 |
        1.00000 |      -0.99200 |       0.00224 |       0.00000 |      -3.29874 |       0.62873 |      61.56170 |      50.23187 |
       -1.00000 |       1.00000 |       0.00450 |       0.00000 |      -2.39396 |       0.17016 |      61.61704 |      50.28722 |
       -1.00000 |       1.00000 |       0.00518 |       0.00000 |      -2.67871 |       3.24074 |      61.60486 |      50.27504 |
       -1.00000 |      -0.99200 |       0.00307 |       0.00000 |      -3.88399 |       4.26511 |      61.55304 |      50.22322 |
        1.00000 |      -0.99200 |       0.00346 |       0.00000 |      -4.30099 |       1.26460 |      61.58321 |      50.25340 |
       -1.00000 |       1.00000 |       0.00460 |       0.00000 |      -2.95206 |       0.18777 |      61.63279 |      50.30299 |
       -1.00000 |       1.00000 |       0.00557 |       0.00000 |      -2.97459 |       3.13882 |      61.61713 |      50.28734 |
       -1.00000 |      -0.99200 |       0.00365 |       0.00000 |      -4.10173 |       4.19280 |      61.54902 |      50.21922 |
        1.00000 |      -0.99200 |       0.00354 |       0.00000 |      -4.60857 |       1.31748 |      61.56329 |      50.23350 |
       -1.00000 |       1.00000 |       0.00367 |       0.00000 |      -3.05370 |      -0.45160 |      61.63163 |      50.30185 |
       -1.00000 |       1.00000 |       0.00483 |       0.00000 |      -2.92808 |       2.39648 |      61.65155 |      50.32177 |
